term	reading	meaning	detail	example	exampleMeaning	partOfSpeech
解釈を検討する	かいしゃくをけんとうする	해석을 검토하다	해석을 검토한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を検討した。	담당자는 회의에서 해석을 검토했다.	동사구
解釈を検証する	かいしゃくをけんしょうする	해석을 검증하다	해석을 검증한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を検証した。	담당자는 회의에서 해석을 검증했다.	동사구
解釈を標準化する	かいしゃくをひょうじゅんかする	해석을 표준화하다	해석을 표준화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を標準化した。	담당자는 회의에서 해석을 표준화했다.	동사구
解釈を比較する	かいしゃくをひかくする	해석을 비교하다	해석을 비교한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を比較した。	담당자는 회의에서 해석을 비교했다.	동사구
解釈を活用する	かいしゃくをかつようする	해석을 활용하다	해석을 활용한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を活用した。	담당자는 회의에서 해석을 활용했다.	동사구
解釈を確認する	かいしゃくをかくにんする	해석을 확인하다	해석을 확인한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を確認した。	담당자는 회의에서 해석을 확인했다.	동사구
解釈を管理する	かいしゃくをかんりする	해석을 관리하다	해석을 관리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を管理した。	담당자는 회의에서 해석을 관리했다.	동사구
解釈を翻訳する	かいしゃくをほんやくする	해석을 번역하다	해석을 번역한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を翻訳した。	담당자는 회의에서 해석을 번역했다.	동사구
解釈を観察する	かいしゃくをかんさつする	해석을 관찰하다	해석을 관찰한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を観察した。	담당자는 회의에서 해석을 관찰했다.	동사구
解釈を記録する	かいしゃくをきろくする	해석을 기록하다	해석을 기록한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を記録した。	담당자는 회의에서 해석을 기록했다.	동사구
解釈を評価する	かいしゃくをひょうかする	해석을 평가하다	해석을 평가한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を評価した。	담당자는 회의에서 해석을 평가했다.	동사구
解釈を調査する	かいしゃくをちょうさする	해석을 조사하다	해석을 조사한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で解釈を調査した。	담당자는 회의에서 해석을 조사했다.	동사구
解釈予測	かいしゃくよそく	해석 예측	해석을 예측하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈予測の結果を共有した。	회의에서는 해석 예측 결과를 공유했다.	복합명사
解釈体系化	かいしゃくたいけいか	해석 체계화	해석을 체계화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈体系化の結果を共有した。	회의에서는 해석 체계화 결과를 공유했다.	복합명사
解釈保護	かいしゃくほご	해석 보호	해석을 보호하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈保護の結果を共有した。	회의에서는 해석 보호 결과를 공유했다.	복합명사
解釈共有	かいしゃくきょうゆう	해석 공유	해석을 공유하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈共有の結果を共有した。	회의에서는 해석 공유 결과를 공유했다.	복합명사
解釈具体化	かいしゃくぐたいか	해석 구체화	해석을 구체화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈具体化の結果を共有した。	회의에서는 해석 구체화 결과를 공유했다.	복합명사
解釈分析	かいしゃくぶんせき	해석 분석	해석을 분석하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈分析の結果を共有した。	회의에서는 해석 분석 결과를 공유했다.	복합명사
解釈分類	かいしゃくぶんるい	해석 분류	해석을 분류하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈分類の結果を共有した。	회의에서는 해석 분류 결과를 공유했다.	복합명사
解釈可視化	かいしゃくかしか	해석 시각화	해석을 시각화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈可視化の結果を共有した。	회의에서는 해석 시각화 결과를 공유했다.	복합명사
解釈対象	かいしゃくたいしょう	해석 대상	해석 대상이 되는 항목을 가리키는 한자 복합 명사입니다.	解釈対象を一覧にまとめた。	해석 대상을 목록으로 정리했다.	복합명사
解釈把握	かいしゃくはあく	해석 파악	해석을 파악하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈把握の結果を共有した。	회의에서는 해석 파악 결과를 공유했다.	복합명사
解釈改定	かいしゃくかいてい	해석 개정	해석을 개정하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈改定の結果を共有した。	회의에서는 해석 개정 결과를 공유했다.	복합명사
解釈数値化	かいしゃくすうちか	해석 수치화	해석을 수치화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈数値化の結果を共有した。	회의에서는 해석 수치화 결과를 공유했다.	복합명사
解釈整理	かいしゃくせいり	해석 정리	해석을 정리하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈整理の結果を共有した。	회의에서는 해석 정리 결과를 공유했다.	복합명사
解釈明確化	かいしゃくめいかくか	해석 명확화	해석을 명확히 하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈明確化の結果を共有した。	회의에서는 해석 명확화 결과를 공유했다.	복합명사
解釈検索	かいしゃくけんさく	해석 검색	해석을 검색하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈検索の結果を共有した。	회의에서는 해석 검색 결과를 공유했다.	복합명사
解釈検討	かいしゃくけんとう	해석 검토	해석을 검토하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈検討の結果を共有した。	회의에서는 해석 검토 결과를 공유했다.	복합명사
解釈検証	かいしゃくけんしょう	해석 검증	해석을 검증하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈検証の結果を共有した。	회의에서는 해석 검증 결과를 공유했다.	복합명사
解釈標準化	かいしゃくひょうじゅんか	해석 표준화	해석을 표준화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈標準化の結果を共有した。	회의에서는 해석 표준화 결과를 공유했다.	복합명사
解釈比較	かいしゃくひかく	해석 비교	해석을 비교하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈比較の結果を共有した。	회의에서는 해석 비교 결과를 공유했다.	복합명사
解釈活用	かいしゃくかつよう	해석 활용	해석을 활용하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈活用の結果を共有した。	회의에서는 해석 활용 결과를 공유했다.	복합명사
解釈確認	かいしゃくかくにん	해석 확인	해석을 확인하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈確認の結果を共有した。	회의에서는 해석 확인 결과를 공유했다.	복합명사
解釈管理	かいしゃくかんり	해석 관리	해석을 관리하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈管理の結果を共有した。	회의에서는 해석 관리 결과를 공유했다.	복합명사
解釈翻訳	かいしゃくほんやく	해석 번역	해석을 번역하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈翻訳の結果を共有した。	회의에서는 해석 번역 결과를 공유했다.	복합명사
解釈観察	かいしゃくかんさつ	해석 관찰	해석을 관찰하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では解釈観察の結果を共有した。	회의에서는 해석 관찰 결과를 공유했다.	복합명사
